Invoice,Field,Extracted,Ground Truth,Match
FR_invoice_real_067,tva_percentage,,0,NO
FR_invoice_real_067,tva_amount,,0.00,NO
FR_invoice_real_067,total_amount,,2076.76,NO
FR_invoice_real_067,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_067,solde_du,,1453.76,NO
FR_invoice_real_068,supplier_name,Au bon moulin SARL - 1242 chemin de l'olive -,Au bon moulin,YES
FR_invoice_real_068,invoice_number,,FA-2017-0008,NO
FR_invoice_real_068,invoice_date,08/12/2017,03/11/2017,NO
FR_invoice_real_068,siret,99999999800010,99999999800010,YES
FR_invoice_real_068,echeance,08/12/2017,03/12/2017,NO
FR_invoice_real_068,invoice_content,"[{'description': ""Nougat de l'Abbaye g Unit(s) € % €"", 'quantity': '10', 'unit_price': '32.76'}, {'description': 'Biscuits au raisins g Unit(s) € €', 'quantity': '3.20', 'unit_price': '64.00'}, {'description': ""Huile d'olive à l'ancienne Liter(s) € €"", 'quantity': '19.80', 'unit_price': '1980.00'}, {'description': 'Ta Base Amount Net total €', 'quantity': '', 'unit_price': '2076.76'}, {'description': 'Lente) livraisons intracommunautaires € € Ta Total €', 'quantity': '0.00', 'unit_price': '0.00'}, {'description': 'Payment Date Amount :', 'quantity': '', 'unit_price': ''}, {'description': 'SEPA Wire transfer // € Residual €', 'quantity': '623.00', 'unit_price': '1453.76'}, {'description': 'Notes Free shipping (amount > €)', 'quantity': '', 'unit_price': '300'}, {'description': 'Payment Invoice to pay by wire transfer to the following bank account:', 'quantity': '', 'unit_price': ''}, {'description': 'y IBAN : FR - BIC : FIDCFRXXX - Bank: Banque Fiducial', 'quantity': '124', 'unit_price': '21'}, {'description': 'French VAT eemption according to articles ter | (for products) and/or - (for services) of ""CGI""', 'quantity': '283', 'unit_price': '2'}, {'description': 'Page /', 'quantity': '1', 'unit_price': '1'}]",,NO
FR_invoice_real_068,tva_percentage,,0,NO
FR_invoice_real_068,tva_amount,,0.00,NO
FR_invoice_real_068,total_amount,,2076.76,NO
FR_invoice_real_068,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_068,solde_du,,1453.76,NO
FR_invoice_real_069,supplier_name,Au bon moulin SARL - 1242 chemin de l'olive -,Au bon moulin,YES
FR_invoice_real_069,invoice_number,,FA-2017-0008,NO
FR_invoice_real_069,invoice_date,08/12/2017,03/11/2017,NO
FR_invoice_real_069,siret,99999999800010,99999999800010,YES
FR_invoice_real_069,echeance,08/12/2017,03/12/2017,NO
FR_invoice_real_069,invoice_content,"[{'description': ""Nougat de l'Abbaye g Unit(s) € % €"", 'quantity': '10', 'unit_price': '32.76'}, {'description': 'Biscuits au raisins g Unit(s) € €', 'quantity': '3.20', 'unit_price': '64.00'}, {'description': ""Huile d'olive à l'ancienne Liter(s) € €"", 'quantity': '19.80', 'unit_price': '1980.00'}, {'description': 'Ta Base Amount Net total €', 'quantity': '', 'unit_price': '2076.76'}, {'description': 'Lente) livraisons intracommunautaires € € Ta Total €', 'quantity': '0.00', 'unit_price': '0.00'}, {'description': 'Payment Date Amount :', 'quantity': '', 'unit_price': ''}, {'description': 'SEPA Wire transfer // € Residual €', 'quantity': '623.00', 'unit_price': '1453.76'}, {'description': 'Notes Free shipping (amount > €)', 'quantity': '', 'unit_price': '300'}, {'description': 'Payment Invoice to pay by wire transfer to the following bank account:', 'quantity': '', 'unit_price': ''}, {'description': 'y IBAN : FR - BIC : FIDCFRXXX - Bank: Banque Fiducial', 'quantity': '124', 'unit_price': '21'}, {'description': 'French VAT eemption according to articles ter | (for products) and/or - (for services) of ""CGI""', 'quantity': '283', 'unit_price': '2'}, {'description': 'Page /', 'quantity': '1', 'unit_price': '1'}]",Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,NO
FR_invoice_real_069,tva_percentage,,0,NO
FR_invoice_real_069,tva_amount,,0.00,NO
FR_invoice_real_069,total_amount,,2076.76,NO
FR_invoice_real_069,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_069,solde_du,,1453.76,NO
FR_invoice_real_070,supplier_name,Au bon moulin SARL - 1242 chemin de l'olive -,Au bon moulin,YES
FR_invoice_real_070,invoice_number,,FA-2017-0008,NO
FR_invoice_real_070,invoice_date,08/12/2017,03/11/2017,NO
FR_invoice_real_070,siret,99999999800010,99999999800010,YES
FR_invoice_real_070,echeance,08/12/2017,,NO
FR_invoice_real_070,invoice_content,"[{'description': ""Nougat de l'Abbaye g Unit(s) € % €"", 'quantity': '10', 'unit_price': '32.76'}, {'description': 'Biscuits au raisins g Unit(s) € €', 'quantity': '3.20', 'unit_price': '64.00'}, {'description': ""Huile d'olive à l'ancienne Liter(s) € €"", 'quantity': '19.80', 'unit_price': '1980.00'}, {'description': 'Ta Base Amount Net total €', 'quantity': '', 'unit_price': '2076.76'}, {'description': 'Lente) livraisons intracommunautaires € € Ta Total €', 'quantity': '0.00', 'unit_price': '0.00'}, {'description': 'Payment Date Amount :', 'quantity': '', 'unit_price': ''}, {'description': 'SEPA Wire transfer // € Residual €', 'quantity': '623.00', 'unit_price': '1453.76'}, {'description': 'Notes Free shipping (amount > €)', 'quantity': '', 'unit_price': '300'}, {'description': 'Payment Invoice to pay by wire transfer to the following bank account:', 'quantity': '', 'unit_price': ''}, {'description': 'y IBAN : FR - BIC : FIDCFRXXX - Bank: Banque Fiducial', 'quantity': '124', 'unit_price': '21'}, {'description': 'French VAT eemption according to articles ter | (for products) and/or - (for services) of ""CGI""', 'quantity': '283', 'unit_price': '2'}, {'description': 'Page /', 'quantity': '1', 'unit_price': '1'}]",,NO
FR_invoice_real_070,total_amount,,2076.76,NO
FR_invoice_real_070,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_070,solde_du,,1453.76,NO
FR_invoice_real_072,supplier_name,Hôtelière du Pacano,Société Hôtelière du Pacano,YES
FR_invoice_real_072,invoice_number,,2023-6013,NO
FR_invoice_real_072,invoice_date,20/09/2023,20/09/2023,YES
FR_invoice_real_072,siret,50000371000034,12345682400016,NO
FR_invoice_real_072,echeance,,19/10/2023,NO
FR_invoice_real_072,invoice_content,[],Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,NO
FR_invoice_real_072,tva_percentage,,10; 0,NO
FR_invoice_real_072,tva_amount,123.54,123.54,YES
FR_invoice_real_072,total_amount,,1368.84,NO
FR_invoice_real_072,payment_status,UNKNOWN,UNPAID,NO
FR_invoice_real_072,solde_du,915.86,915.86,YES
FR_invoice_real_073,supplier_name,Hôtelière du Pacano,Société Hôtelière du Pacano,YES
FR_invoice_real_073,invoice_number,,2023-6013,NO
FR_invoice_real_073,invoice_date,20/09/2023,20/09/2023,YES
FR_invoice_real_073,siret,50000371000034,12345682400016,NO
FR_invoice_real_073,echeance,,19/10/2023,NO
FR_invoice_real_073,invoice_content,[],Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,NO
FR_invoice_real_073,tva_percentage,,10; 0,NO
FR_invoice_real_073,tva_amount,123.54,123.54,YES
FR_invoice_real_073,total_amount,,1368.84,NO
FR_invoice_real_073,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_073,solde_du,915.86,915.86,YES
FR_invoice_real_074,supplier_name,Hôtelière du Pacano,Société Hôtelière du Pacano,YES
FR_invoice_real_074,invoice_number,,2023-6026,NO
FR_invoice_real_074,invoice_date,28/09/2023,28/09/2023,YES
FR_invoice_real_074,siret,50000371000034,12345682400016,NO
FR_invoice_real_074,echeance,,28/10/2023,NO
FR_invoice_real_074,invoice_content,[],Chambre du 27/09/2023 au 28/09/2023; Forfait taxe de séjour,NO
FR_invoice_real_074,tva_percentage,,10; 0,NO
FR_invoice_real_074,tva_amount,20.59,20.59,YES
FR_invoice_real_074,total_amount,,228.14,NO
FR_invoice_real_074,payment_status,UNKNOWN,UNPAID,NO
FR_invoice_real_074,solde_du,228.14,228.14,YES
FR_invoice_real_075,supplier_name,Hôtelière du Pacano,Société Hôtelière du Pacano,YES
FR_invoice_real_075,invoice_number,,2023-6013,NO
FR_invoice_real_075,invoice_date,20/09/2023,20/09/2023,YES
FR_invoice_real_075,siret,50000371000034,12345682400016,NO
FR_invoice_real_075,echeance,,19/10/2023,NO
FR_invoice_real_075,invoice_content,[],Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,NO
FR_invoice_real_075,tva_percentage,,10; 0,NO
FR_invoice_real_075,tva_amount,123.54,121.54,NO
FR_invoice_real_075,total_amount,,1368.84,NO
FR_invoice_real_075,payment_status,UNKNOWN,UNKNOWN,YES
FR_invoice_real_075,solde_du,915.86,915.86,YES
FR_invoice_real_076,supplier_name,SELLER TRADE NAME,LE FOURNISSEUR,NO
FR_invoice_real_076,invoice_number,F20260023,F20260023,YES
FR_invoice_real_076,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_076,siret,12345678200077,123456782,NO
FR_invoice_real_076,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_076,invoice_content,"[{'description': 'Période', 'quantity': '', 'unit_price': '.'}, {'description': 'Objet Classification', 'quantity': '', 'unit_price': '.'}, {'description': 'Attributs', 'quantity': '', 'unit_price': ''}, {'description': 'Note', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC', 'quantity': '', 'unit_price': ''}, {'description': 'CODE ARTICLE', 'quantity': '', 'unit_price': '.'}, {'description': 'REFERENCE', 'quantity': '', 'unit_price': ''}, {'description': 'PRESTATION SUPPORT - Description', 'quantity': '', 'unit_price': ''}, {'description': '#ligne BC: Période de // au //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'GTIN: | ;E team {AOP}: EQUIPE_A - SKU (Stock keeping unit}', 'quantity': '', 'unit_price': '598785412598745'}, {'description': '€_FO: ART_ (SKI: SKU', 'quantity': '1254', 'unit_price': '2578'}, {'description': 'C_ACH: REF É', 'quantity': '', 'unit_price': '5487'}, {'description': 'REF-BUY ACC_REF {ATT) CATEGORIE : JOUR H-H', 'quantity': '8', 'unit_price': '20'}, {'description': '{BLU}: DONT EUR de DEEE', 'quantity': '', 'unit_price': '0.50'}, {'description': 'Livraison: adresse références', 'quantity': '', 'unit_price': '.'}, {'description': 'DEL Name', 'quantity': '', 'unit_price': ''}, {'description': 'DEL ADRESSE LIGNE', 'quantity': '', 'unit_price': '1'}, {'description': 'DEL line', 'quantity': '', 'unit_price': '2'}, {'description': 'NICE FR', 'quantity': '06000', 'unit_price': '.'}, {'description': 'ID : PRIVATE _ID_DEL -', 'quantity': '', 'unit_price': ''}, {'description': 'N° BON DE LIVRAISON : DESPADVO', 'quantity': '', 'unit_price': '02'}, {'description': 'DATE DE LIVRAISON : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'N° BON DE RECEPTION : RECEIV-ADVO', 'quantity': '', 'unit_price': '02'}, {'description': 'DEVISE : EURO (EUR)', 'quantity': '', 'unit_price': ''}, {'description': 'Remise {-)', 'quantity': '', 'unit_price': ''}, {'description': 'PU HT (EUR) é Charge (+)', 'quantity': '.', 'unit_price': '.'}, {'description': 'ŒUR)', 'quantity': '', 'unit_price': ''}]",PRESTATION SUPPORT; FOURNITURES PAPIER; APPEL,NO
FR_invoice_real_076,tva_percentage,,0; 10; 20,NO
FR_invoice_real_076,tva_amount,,4.90,NO
FR_invoice_real_076,total_amount,100.00,104.90,NO
FR_invoice_real_076,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_076,solde_du,,104.90,NO
FR_invoice_real_077,supplier_name,SELLER TRADE NAME,LE FOURNISSEUR,NO
FR_invoice_real_077,invoice_number,Date,F20260024,NO
FR_invoice_real_077,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_077,siret,,123456782,NO
FR_invoice_real_077,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_077,invoice_content,"[{'description': 'Période', 'quantity': '', 'unit_price': '.'}, {'description': 'Objet Classification', 'quantity': '', 'unit_price': '.'}, {'description': 'Attributs', 'quantity': '', 'unit_price': ''}, {'description': 'Note', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC', 'quantity': '', 'unit_price': ''}, {'description': 'CODE ARTICLE', 'quantity': '', 'unit_price': '.'}, {'description': 'REFERENCE', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC:', 'quantity': '', 'unit_price': '1'}, {'description': 'GTIN:', 'quantity': '', 'unit_price': '598785412598745'}, {'description': 'C_FO: ART_', 'quantity': '', 'unit_price': '1254'}, {'description': 'C_ACH:REF', 'quantity': '', 'unit_price': '5487'}, {'description': 'PRESTATION SUPPORT - Description', 'quantity': '', 'unit_price': ''}, {'description': 'Livraison: adresse références', 'quantity': '', 'unit_price': '.'}, {'description': 'N° BON DE LIVRAISON : DESPADV', 'quantity': '', 'unit_price': '002'}, {'description': 'DATE DE LIVRAISON : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'N° BON DE RECEPTION : RECEIV-ADVO', 'quantity': '', 'unit_price': '02'}, {'description': 'DEVISE : EURO (EUR)', 'quantity': '', 'unit_price': ''}, {'description': 'Remise (-}', 'quantity': '', 'unit_price': ''}, {'description': 'Charge (+}', 'quantity': '', 'unit_price': ''}, {'description': '(EUR)', 'quantity': '', 'unit_price': ''}, {'description': 'PU HT (EUR)', 'quantity': '.', 'unit_price': '.'}, {'description': '(Brut: }', 'quantity': '', 'unit_price': '60.00'}, {'description': '(Rabais: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '{Net}:', 'quantity': '', 'unit_price': '60.00'}, {'description': '- (RE)', 'quantity': '', 'unit_price': '1.00'}, {'description': '(CH)', 'quantity': '', 'unit_price': '1.00'}]",PRESTATION SUPPORT; FOURNITURES PAPIER; APPEL,NO
FR_invoice_real_077,tva_percentage,,0; 20,NO
FR_invoice_real_077,tva_amount,8.00,8.00,YES
FR_invoice_real_077,total_amount,100.00,108.00,NO
FR_invoice_real_077,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_077,solde_du,,108.00,NO
FR_invoice_real_078,supplier_name,FACTURE N° : F20260025,LE FOURNISSEUR,NO
FR_invoice_real_078,invoice_number,F20260025,F20260025,YES
FR_invoice_real_078,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_078,siret,,123456782,NO
FR_invoice_real_078,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_078,invoice_content,"[{'description': 'Période Rent', 'quantity': '', 'unit_price': '.'}, {'description': 'igne BC Objet Classification UNITÉ l emise (', 'quantity': '', 'unit_price': '.'}]",PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,YES
FR_invoice_real_078,tva_percentage,20.00,20,NO
FR_invoice_real_078,tva_amount,20.00,20.00,YES
FR_invoice_real_078,total_amount,100.00,120.00,NO
FR_invoice_real_078,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_078,solde_du,,100.00,NO
FR_invoice_real_079,supplier_name,FACTURE N° : F20260026,LE FOURNISSEUR,NO
FR_invoice_real_079,invoice_number,F20260026,F20260026,YES
FR_invoice_real_079,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_079,siret,,123456782,NO
FR_invoice_real_079,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_079,invoice_content,"[{'description': 'Période Remi', 'quantity': '', 'unit_price': '.'}, {'description': 'CODE ARTICLE Objet Classification PLU HT (EUR) UNITÉ Cas Gi TOTALHT', 'quantity': '.', 'unit_price': '.'}, {'description': '+', 'quantity': '', 'unit_price': '0.'}, {'description': 'M Attributs pour PU arse (EUR)', 'quantity': '.', 'unit_price': '.'}, {'description': 'REFERENCE Note {EUR)', 'quantity': '', 'unit_price': ''}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '60.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '60.00'}, {'description': '# ligne BC: PRESTATION SUPPORT - Description', 'quantity': '', 'unit_price': '1'}, {'description': 'GTIN: Période de // au //', 'quantity': '01', 'unit_price': '2026'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '10.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '10.00'}, {'description': 'FOURNITURES DIVERSES - Description', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC: Date début : //', 'quantity': '01', 'unit_price': '2026'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '5.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '5.00'}, {'description': 'APPEL - Description', 'quantity': '', 'unit_price': ''}, {'description': 'Date fin : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'REMISE : REMISE COMMERCIALE -| (K) %', 'quantity': '5,00', 'unit_price': '0.00'}, {'description': 'CHARGE : FRAIS DEPLACEMENT ) {K) %', 'quantity': '10,00', 'unit_price': '0.00'}, {'description': 'Détail TVA (motif si eonération code E O K AE) Tau Base TVA Montant TVA', 'quantity': ',', 'unit_price': '.'}, {'description': 'VATEX-EU-IC LIVRAISON INTRACOMMUNAUTAIRE %', 'quantity': '100,00', 'unit_price': '0.00'}, {'description': 'TVA acquittée sur les encaissements', 'quantity': '', 'unit_price': ''}, {'description': ""Tout retard de paiement engendre une pénalité eigible à compter de la date d'échéance calculée sur la base de trois fois le tau"", 'quantity': '', 'unit_price': '.'}, {'description': ""d'intérêt légal"", 'quantity': '', 'unit_price': '.'}, {'description': 'Indemnité forfaitaire pour frais de recouvrement en cas de retard de paiement : €', 'quantity': '40', 'unit_price': '.'}, {'description': ""Les réglements reçus avant la date d'échéance ne donneront pas lieu à escompte"", 'quantity': '', 'unit_price': '.'}]",PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,NO
FR_invoice_real_079,tva_percentage,,0,NO
FR_invoice_real_079,tva_amount,,0.00,NO
FR_invoice_real_079,total_amount,100.00,100.00,YES
FR_invoice_real_079,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_079,solde_du,,90.00,NO
FR_invoice_real_080,supplier_name,FACTURE N° : F20260027,LE FOURNISSEUR,NO
FR_invoice_real_080,invoice_number,F20260027,F20260027,YES
FR_invoice_real_080,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_080,siret,,123456782,NO
FR_invoice_real_080,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_080,invoice_content,"[{'description': 'Période', 'quantity': ',', 'unit_price': '.'}, {'description': 'Remise (-)', 'quantity': '', 'unit_price': ''}, {'description': 'Objet Classification UNITÉ TOTALHT', 'quantity': '', 'unit_price': '.'}, {'description': '# ligne BC', 'quantity': '', 'unit_price': ''}, {'description': 'CODE ARTICLE : PU HT (EUR É Ch +', 'quantity': '.', 'unit_price': '.'}, {'description': 'Attributs { ) pour PU arge (+] (EUR)', 'quantity': '.', 'unit_price': '.'}, {'description': 'REFERENCE Note {EUR)', 'quantity': '', 'unit_price': ''}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '60.00'}, {'description': '{Rabaïs: ) %', 'quantity': '0,00', 'unit_price': '10.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '60.00'}, {'description': '# ligne BC: PRESTATION SUPPORT - Description', 'quantity': '', 'unit_price': '1'}, {'description': 'GTIN: Période de // au //', 'quantity': '01', 'unit_price': '2026'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '10.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '10.00'}, {'description': 'FOURNITURES DIVERSES - Description', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC: Date début : //', 'quantity': '01', 'unit_price': '2026'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '5.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '5.00'}, {'description': 'APPEL - Description', 'quantity': '', 'unit_price': ''}, {'description': 'Date fin : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'REMISE : REMISE COMMERCIALE -) %', 'quantity': '5,00', 'unit_price': '10.00'}, {'description': 'CHARGE : FRAIS DEPLACEMENT ) %', 'quantity': '10,00', 'unit_price': '10.00'}, {'description': 'Détail TVA (motif si eonération code E O K AE) Tau Base TVA Montant TVA', 'quantity': ',', 'unit_price': '.'}, {'description': '%', 'quantity': '100,00', 'unit_price': '10.00'}, {'description': 'TVA acquittée sur les encaissements', 'quantity': '', 'unit_price': ''}, {'description': ""Tout retard de paiement engendre une pénalité eigible à compter de la date d'échéance calculée sur la base de trois fois le tau"", 'quantity': '', 'unit_price': '.'}, {'description': ""d'intérêt légal"", 'quantity': '', 'unit_price': '.'}, {'description': 'Indemnité forfaitaire pour frais de recouvrement en cas de retard de paiement : €', 'quantity': '40', 'unit_price': '.'}, {'description': ""Les réglements reçus avant la date d'échéance ne donneront pas lieu à escompte"", 'quantity': '', 'unit_price': '.'}]",PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,NO
FR_invoice_real_080,tva_percentage,10.00,10,NO
FR_invoice_real_080,tva_amount,10.00,10.00,YES
FR_invoice_real_080,total_amount,100.00,110.00,NO
FR_invoice_real_080,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_080,solde_du,,100.00,NO
FR_invoice_real_081,supplier_name,SELLER TRADE NAME,LE FOURNISSEUR,NO
FR_invoice_real_081,invoice_number,,F20260028,NO
FR_invoice_real_081,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_081,siret,,123456782,NO
FR_invoice_real_081,echeance,02/03/2026,02/03/2026,YES
FR_invoice_real_081,invoice_content,"[{'description': 'Période', 'quantity': '', 'unit_price': '.'}, {'description': 'Objet Classification', 'quantity': '', 'unit_price': '.'}, {'description': 'Attributs', 'quantity': '', 'unit_price': ''}, {'description': 'Note', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC', 'quantity': '', 'unit_price': ''}, {'description': 'CODE ARTICLE', 'quantity': '', 'unit_price': '.'}, {'description': 'REFERENCE', 'quantity': '', 'unit_price': ''}, {'description': 'PRESTATION SUPPORT - Description', 'quantity': '', 'unit_price': ''}, {'description': 'Période de // au //', 'quantity': '01', 'unit_price': '2026'}, {'description': '# ligne BC:', 'quantity': '', 'unit_price': '1'}, {'description': 'GTIN:', 'quantity': '', 'unit_price': '598785412598745'}, {'description': 'Livraison: adresse références', 'quantity': '', 'unit_price': '.'}, {'description': 'DEL Name', 'quantity': '', 'unit_price': ''}, {'description': 'DEL rue de la mer', 'quantity': '', 'unit_price': '58'}, {'description': 'DEL line', 'quantity': '', 'unit_price': '2'}, {'description': 'NICE FR', 'quantity': '06000', 'unit_price': '.'}, {'description': 'GLN :', 'quantity': '', 'unit_price': '3654789851'}, {'description': 'N° BON DE LIVRAISON : DESPADVO', 'quantity': '', 'unit_price': '02'}, {'description': 'DATE DE LIVRAISON : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'N° BON DE RECEPTION : RECEIV-ADVO', 'quantity': '', 'unit_price': '02'}, {'description': 'DEVISE : EURO (EUR)', 'quantity': '', 'unit_price': ''}, {'description': '} Remise (-)', 'quantity': '', 'unit_price': ''}, {'description': 'UNITÉ TOTALHT', 'quantity': '', 'unit_price': '.'}, {'description': 'pour PU rt (EUR)', 'quantity': '.', 'unit_price': '.'}, {'description': 'PU HT (EUR)', 'quantity': '.', 'unit_price': '.'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '60.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '60.00'}, {'description': '%', 'quantity': '', 'unit_price': '10.00'}, {'description': 'FOURNITURES DIVERSES - Description', 'quantity': '', 'unit_price': ''}, {'description': '# ligne BC: Date début : //', 'quantity': '01', 'unit_price': '2026'}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '10.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '10.00'}, {'description': 'APPEL - Description', 'quantity': '', 'unit_price': ''}, {'description': 'Date fin : //', 'quantity': '01', 'unit_price': '2026'}, {'description': 'REMISE : REMISE COMMERCIALE', 'quantity': '', 'unit_price': ''}, {'description': '(Brut: )', 'quantity': '', 'unit_price': '5.00'}, {'description': '{Rabaïs: )', 'quantity': '', 'unit_price': '0.00'}, {'description': '(Net):', 'quantity': '', 'unit_price': '5.00'}, {'description': '-', 'quantity': '', 'unit_price': '5.00'}, {'description': '%', 'quantity': '', 'unit_price': '10.00'}, {'description': 'CHARGE : FRAIS DEPLACEMENT', 'quantity': '', 'unit_price': ''}, {'description': '%', 'quantity': '', 'unit_price': '10.00'}, {'description': 'Détail TVA (motif si eonération code E O K AE)', 'quantity': ',', 'unit_price': '.'}, {'description': 'Taux Base TVA', 'quantity': '', 'unit_price': ''}, {'description': 'Montant TVA', 'quantity': '', 'unit_price': ''}, {'description': 'TVA acquittée sur les encaissements', 'quantity': '', 'unit_price': ''}, {'description': ""Tout retard de paiement engendre une pénalité eigible à compter de la date d'échéance calculée sur la base de trois fois le tau"", 'quantity': '', 'unit_price': '.'}, {'description': ""d'intérêt légal"", 'quantity': '', 'unit_price': '.'}, {'description': 'Indemnité forfaitaire pour frais de recouvrement en cas de retard de paiement : €', 'quantity': '40', 'unit_price': '.'}, {'description': ""Les réglements reçus avant la date d'échéance ne donneront pas lieu à escompte"", 'quantity': '', 'unit_price': '.'}, {'description': '%', 'quantity': '10,00', 'unit_price': '100.00'}]",PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,NO
FR_invoice_real_081,tva_percentage,,10,NO
FR_invoice_real_081,tva_amount,10.00,10.00,YES
FR_invoice_real_081,total_amount,100.00,110.00,NO
FR_invoice_real_081,payment_status,PAID,UNKNOWN,NO
FR_invoice_real_081,solde_du,,100.00,NO
FR_invoice_real_082,supplier_name,FACTURE N° : F20260029,LE FOURNISSEUR,NO
FR_invoice_real_082,invoice_number,F20260029,F20260029,YES
FR_invoice_real_082,invoice_date,31/01/2026,31/01/2026,YES
FR_invoice_real_082,siret,,123456782,NO
FR_invoice_real_082,echeance,02/03/2026,02/03/2026,YES
